Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,State,city,Gender,Date
42,366.0,84.0,3.0,Furniture,Bookcases,COD,Maharashtra,Mumbai,M,2023-05-02
718,33.0,-29.0,3.0,Clothing,Shirt,UPI,Goa,Goa,F,2023-05-02
1509,365.0,107.0,3.0,Electronics,Phones,COD,Kerala ,Thiruvananthapuram,M,2023-05-02
1402,207.0,-100.0,2.0,Clothing,Saree,UPI,Uttar Pradesh,Prayagraj,F,2023-05-03
1209,359.0,-338.0,5.0,Furniture,Bookcases,COD,Karnataka,Bangalore,M,2023-05-05
1360,351.0,-47.0,8.0,Electronics,Phones,COD,Madhya Pradesh,Indore,F,2023-05-05
32,485.0,199.0,4.0,Clothing,Saree,EMI,Madhya Pradesh,Indore,F,2023-05-05
211,37.0,-23.0,4.0,Clothing,Shirt,UPI,Nagaland,Kohima,M,2023-05-05
1027,34.0,10.0,2.0,Clothing,T-shirt,Debit Card,Sikkim,Gangtok,F,2023-05-06
490,346.0,108.0,3.0,Furniture,Chairs,COD,Madhya Pradesh,Indore,M,2023-05-06
390,342.0,-103.0,4.0,Electronics,Electronic Games,COD,Jammu and Kashmir,Kashmir,F,2023-05-06
1247,35.0,-8.0,2.0,Furniture,Furnishings,Debit Card,Rajasthan,Jaipur,F,2023-05-07
1133,121.0,41.0,4.0,Clothing,Stole,UPI,Rajasthan,Jaipur,F,2023-05-07
298,336.0,57.0,2.0,Electronics,Phones,COD,Uttar Pradesh,Lucknow,M,2023-05-07
1077,336.0,71.0,3.0,Furniture,Bookcases,COD,Punjab,Chandigarh,M,2023-05-08
1161,27.0,4.0,1.0,Clothing,Hankerchief,COD,Bihar,Patna,M,2023-05-08
332,333.0,50.0,2.0,Electronics,Phones,COD,Punjab,Amritsar,F,2023-05-08
1339,36.0,7.0,3.0,Clothing,Leggings,Debit Card,Kerala ,Thiruvananthapuram,M,2023-05-09
1444,333.0,-15.0,3.0,Electronics,Phones,COD,Goa,Goa,M,2023-05-10
19,327.0,114.0,4.0,Clothing,Trousers,COD,Tamil Nadu,Chennai,M,2023-05-10
1515,18.0,6.0,3.0,Clothing,Hankerchief,UPI,Gujarat,Ahmedabad,M,2023-05-10
932,325.0,32.0,7.0,Clothing,T-shirt,COD,Uttar Pradesh,Lucknow,F,2023-05-11
1561,482.0,-6.0,7.0,Electronics,Electronic Games,EMI,Madhya Pradesh,Indore,F,2023-05-11
215,465.0,-33.0,4.0,Electronics,Phones,EMI,Delhi,Delhi,M,2023-05-11
241,40.0,-12.0,3.0,Clothing,Shirt,COD,Maharashtra,Pune,F,2023-05-12
1039,107.0,36.0,6.0,Clothing,Stole,COD,Rajasthan,Jaipur,F,2023-05-12
438,312.0,-312.0,7.0,Furniture,Chairs,COD,Punjab,Amritsar,F,2023-05-12
1323,451.0,25.0,3.0,Electronics,Phones,EMI,Rajasthan,Jaipur,M,2023-05-12
1336,312.0,62.0,1.0,Electronics,Electronic Games,COD,Haryana,Chandigarh,F,2023-05-15
749,311.0,72.0,2.0,Furniture,Bookcases,COD,Kerala ,Thiruvananthapuram,F,2023-05-16
1220,11.0,5.0,2.0,Clothing,Hankerchief,UPI,Madhya Pradesh,Indore,F,2023-05-16
767,37.0,-5.0,3.0,Clothing,T-shirt,Debit Card,Madhya Pradesh,Indore,F,2023-05-16
290,444.0,-200.0,4.0,Electronics,Phones,EMI,Sikkim,Gangtok,F,2023-05-16
1460,434.0,26.0,11.0,Clothing,Shirt,Credit Card,Gujarat,Surat,F,2023-05-16
632,299.0,0.0,6.0,Clothing,Stole,COD,Delhi,Delhi,M,2023-05-17
1562,37.0,17.0,3.0,Clothing,Hankerchief,Debit Card,Nagaland,Kohima,F,2023-05-17
1295,299.0,113.0,2.0,Furniture,Bookcases,COD,Himachal Pradesh,Simla,F,2023-05-17
1009,298.0,74.0,2.0,Furniture,Bookcases,COD,Haryana,Chandigarh,F,2023-05-17
808,94.0,7.0,7.0,Clothing,Leggings,UPI,West Bengal,Kolkata,M,2023-05-18
219,296.0,225.0,11.0,Clothing,Saree,COD,Andhra Pradesh,Hyderabad,M,2023-05-18
1508,37.0,17.0,3.0,Clothing,Hankerchief,Debit Card,Madhya Pradesh,Indore,F,2023-05-19
213,291.0,93.0,2.0,Electronics,Printers,COD,Punjab,Amritsar,M,2023-05-19
1148,327.0,-39.0,1.0,Electronics,Phones,COD,Maharashtra,Pune,M,2023-05-19
1309,291.0,119.0,11.0,Clothing,Saree,COD,Madhya Pradesh,Indore,M,2023-05-19
1177,287.0,-66.0,6.0,Clothing,Kurti,COD,Himachal Pradesh,Simla,F,2023-05-20
1156,42.0,15.0,1.0,Electronics,Accessories,UPI,Rajasthan,Jaipur,M,2023-05-20
278,429.0,61.0,3.0,Electronics,Electronic Games,Credit Card,Kerala ,Thiruvananthapuram,F,2023-05-21
252,285.0,128.0,2.0,Electronics,Printers,COD,Rajasthan,Jaipur,F,2023-05-21
453,277.0,3.0,1.0,Electronics,Electronic Games,COD,Kerala ,Thiruvananthapuram,F,2023-05-21
8,274.0,-7.0,4.0,Electronics,Phones,COD,Gujarat,Surat,F,2023-05-21
534,273.0,-87.0,4.0,Electronics,Phones,COD,West Bengal,Kolkata,M,2023-05-21
1388,269.0,91.0,1.0,Electronics,Electronic Games,COD,West Bengal,Kolkata,M,2023-05-22
1277,11.0,5.0,1.0,Clothing,Skirt,COD,Andhra Pradesh,Hyderabad,F,2023-05-22
931,39.0,2.0,2.0,Clothing,Saree,Debit Card,Rajasthan,Jaipur,M,2023-05-22
1225,264.0,-26.0,3.0,Clothing,Trousers,COD,Madhya Pradesh,Indore,M,2023-05-23
1461,40.0,16.0,3.0,Clothing,Hankerchief,Debit Card,Gujarat,Ahmedabad,F,2023-05-23
996,41.0,19.0,2.0,Clothing,T-shirt,Debit Card,Sikkim,Gangtok,M,2023-05-23
1335,253.0,-63.0,2.0,Clothing,Saree,UPI,Kerala ,Thiruvananthapuram,M,2023-05-23
1540,406.0,97.0,7.0,Furniture,Chairs,Credit Card,Delhi,Delhi,F,2023-05-23
1051,32.0,7.0,3.0,Clothing,Hankerchief,COD,Maharashtra,Pune,M,2023-05-23
795,260.0,68.0,2.0,Electronics,Printers,COD,Madhya Pradesh,Bhopal,M,2023-05-24
333,41.0,19.0,5.0,Clothing,Hankerchief,Debit Card,Maharashtra,Mumbai,F,2023-05-25
874,401.0,13.0,6.0,Furniture,Chairs,Credit Card,Delhi,Delhi,F,2023-05-25
1366,382.0,30.0,3.0,Clothing,Saree,Credit Card,Uttar Pradesh,Lucknow,M,2023-05-26
950,867.0,251.0,5.0,Electronics,Phones,COD,West Bengal,Kolkata,F,2023-05-26
1163,43.0,0.0,3.0,Clothing,Saree,Debit Card,Karnataka,Bangalore,M,2023-05-26
1165,43.0,-43.0,7.0,Clothing,Stole,Debit Card,Gujarat,Surat,F,2023-05-27
592,74.0,29.0,3.0,Clothing,Stole,COD,Andhra Pradesh,Hyderabad,F,2023-05-27
596,44.0,-26.0,3.0,Clothing,Hankerchief,Debit Card,Madhya Pradesh,Indore,M,2023-05-27
121,259.0,-55.0,2.0,Furniture,Chairs,COD,Bihar,Patna,F,2023-05-27
1308,257.0,23.0,5.0,Clothing,Hankerchief,COD,Nagaland,Kohima,F,2023-05-28
577,76.0,27.0,5.0,Clothing,Stole,COD,Punjab,Chandigarh,F,2023-05-28
1512,44.0,-32.0,3.0,Clothing,Stole,Debit Card,Gujarat,Ahmedabad,M,2023-06-01
1137,257.0,3.0,2.0,Clothing,Saree,COD,Madhya Pradesh,Indore,M,2023-06-01
1554,255.0,76.0,9.0,Clothing,Hankerchief,COD,Rajasthan,Udaipur,F,2023-06-02
1100,44.0,14.0,3.0,Clothing,Hankerchief,Debit Card,Madhya Pradesh,Bhopal,M,2023-06-02
834,45.0,-2.0,4.0,Clothing,Shirt,COD,Rajasthan,Udaipur,F,2023-06-02
925,44.0,-3.0,1.0,Clothing,Saree,Debit Card,Goa,Goa,F,2023-06-02
1294,382.0,119.0,2.0,Clothing,Saree,Credit Card,Andhra Pradesh,Hyderabad,F,2023-06-03
223,250.0,100.0,3.0,Clothing,Trousers,COD,Maharashtra,Mumbai,M,2023-06-03
879,45.0,-15.0,2.0,Furniture,Chairs,COD,Haryana,Chandigarh,M,2023-06-03
868,246.0,61.0,2.0,Furniture,Bookcases,COD,West Bengal,Kolkata,F,2023-06-03
421,50.0,25.0,5.0,Clothing,Stole,COD,Punjab,Chandigarh,F,2023-06-04
1396,246.0,98.0,5.0,Clothing,Hankerchief,COD,Bihar,Patna,F,2023-06-04
331,44.0,99.0,3.0,Clothing,Kurti,Debit Card,Maharashtra,Mumbai,F,2023-06-05
269,245.0,-78.0,3.0,Clothing,Saree,COD,West Bengal,Kolkata,M,2023-06-05
678,245.0,30.0,2.0,Clothing,Saree,COD,Maharashtra,Mumbai,F,2023-06-07
1343,376.0,0.0,7.0,Clothing,Stole,Credit Card,Maharashtra,Mumbai,F,2023-06-07
726,45.0,1.0,3.0,Clothing,T-shirt,Debit Card,West Bengal,Kolkata,F,2023-06-08
368,45.0,-28.0,2.0,Clothing,Stole,Debit Card,Rajasthan,Udaipur,M,2023-06-08
936,244.0,-122.0,5.0,Furniture,Furnishings,COD,Himachal Pradesh,Simla,F,2023-06-08
1426,244.0,83.0,2.0,Furniture,Bookcases,COD,Maharashtra,Pune,F,2023-06-08
958,10.0,4.0,1.0,Clothing,Kurti,UPI,Bihar,Patna,M,2023-06-09
756,375.0,180.0,3.0,Furniture,Bookcases,Credit Card,Kerala ,Thiruvananthapuram,F,2023-06-10
1003,46.0,14.0,5.0,Clothing,Skirt,Debit Card,Maharashtra,Mumbai,M,2023-06-11
1386,49.0,-31.0,2.0,Clothing,Stole,UPI,Punjab,Amritsar,F,2023-06-11
1582,47.0,-20.0,2.0,Clothing,Kurti,Debit Card,Madhya Pradesh,Indore,F,2023-06-11
89,355.0,-114.0,7.0,Clothing,Stole,Credit Card,Rajasthan,Jaipur,M,2023-06-11
139,32.0,8.0,5.0,Clothing,Hankerchief,UPI,Gujarat,Surat,F,2023-06-13
1492,243.0,-14.0,2.0,Furniture,Chairs,COD,Gujarat,Surat,M,2023-06-13
295,241.0,-77.0,4.0,Electronics,Electronic Games,COD,Madhya Pradesh,Indore,M,2023-06-13
704,47.0,15.0,5.0,Clothing,Saree,Debit Card,Goa,Goa,M,2023-06-14
1211,50.0,-10.0,6.0,Clothing,Skirt,Debit Card,Rajasthan,Udaipur,F,2023-06-14
1017,15.0,6.0,2.0,Clothing,Hankerchief,COD,Maharashtra,Mumbai,F,2023-06-15
585,148.0,24.0,3.0,Clothing,Stole,COD,Tamil Nadu,Chennai,M,2023-06-16
1096,299.0,-28.0,3.0,Electronics,Electronic Games,UPI,Jammu and Kashmir,Kashmir,F,2023-06-16
1212,68.0,-30.0,1.0,Electronics,Phones,UPI,Uttar Pradesh,Lucknow,M,2023-06-17
1390,52.0,18.0,5.0,Clothing,Leggings,Debit Card,Madhya Pradesh,Indore,M,2023-06-17
1099,239.0,-162.0,5.0,Furniture,Chairs,COD,Rajasthan,Udaipur,M,2023-06-17
150,27.0,6.0,3.0,Clothing,Skirt,COD,Madhya Pradesh,Indore,M,2023-06-17
12,238.0,20.0,2.0,Clothing,Saree,COD,Delhi,Delhi,M,2023-06-18
1068,48.0,16.0,3.0,Clothing,Shirt,COD,Delhi,Delhi,M,2023-06-19
878,66.0,22.0,3.0,Clothing,Stole,UPI,Madhya Pradesh,Indore,M,2023-06-19
643,53.0,24.0,1.0,Clothing,Hankerchief,Debit Card,Madhya Pradesh,Bhopal,M,2023-06-20
1283,233.0,-10.0,5.0,Electronics,Electronic Games,COD,Maharashtra,Mumbai,F,2023-06-20
296,53.0,-2.0,3.0,Clothing,Saree,Debit Card,Maharashtra,Mumbai,F,2023-06-20
579,54.0,8.0,4.0,Clothing,T-shirt,Debit Card,Madhya Pradesh,Bhopal,F,2023-06-21
817,352.0,-345.0,5.0,Clothing,Saree,Credit Card,Uttar Pradesh,Prayagraj,F,2023-06-21
136,349.0,0.0,7.0,Clothing,Stole,Credit Card,Uttar Pradesh,Lucknow,F,2023-06-21
1499,341.0,-85.0,6.0,Clothing,Trousers,Credit Card,Uttar Pradesh,Lucknow,F,2023-06-22
511,54.0,12.0,3.0,Clothing,Saree,Debit Card,Madhya Pradesh,Indore,M,2023-06-22
1443,57.0,7.0,2.0,Clothing,Shirt,UPI,Gujarat,Ahmedabad,F,2023-06-22
591,340.0,20.0,7.0,Clothing,Shirt,Credit Card,Uttar Pradesh,Lucknow,M,2023-06-22
387,227.0,48.0,5.0,Clothing,Stole,COD,Madhya Pradesh,Indore,M,2023-06-22
1516,330.0,81.0,1.0,Furniture,Bookcases,Credit Card,Punjab,Chandigarh,F,2023-06-23
54,216.0,-38.0,6.0,Furniture,Furnishings,UPI,Gujarat,Ahmedabad,F,2023-06-24
404,224.0,-143.0,3.0,Furniture,Chairs,COD,Haryana,Chandigarh,F,2023-06-24
144,55.0,-33.0,2.0,Furniture,Chairs,Debit Card,Karnataka,Bangalore,M,2023-06-25
682,49.0,21.0,1.0,Clothing,Stole,UPI,Maharashtra,Pune,M,2023-06-26
537,224.0,87.0,3.0,Clothing,Trousers,COD,West Bengal,Kolkata,F,2023-06-27
1484,223.0,27.0,2.0,Furniture,Bookcases,COD,Madhya Pradesh,Indore,M,2023-06-27
513,324.0,39.0,8.0,Electronics,Accessories,Credit Card,Nagaland,Kohima,F,2023-06-28
1423,56.0,18.0,2.0,Clothing,Hankerchief,Debit Card,Maharashtra,Pune,M,2023-07-02
1507,223.0,62.0,7.0,Clothing,Shirt,COD,Madhya Pradesh,Indore,F,2023-07-03
402,10.0,2.0,2.0,Clothing,Skirt,COD,Kerala ,Thiruvananthapuram,F,2023-07-04
975,57.0,6.0,5.0,Clothing,Leggings,Debit Card,Gujarat,Surat,M,2023-07-04
191,322.0,-113.0,4.0,Clothing,Saree,Credit Card,Nagaland,Kohima,F,2023-07-04
1248,219.0,4.0,2.0,Clothing,Saree,COD,Delhi,Delhi,M,2023-07-04
1513,103.0,21.0,7.0,Clothing,Stole,UPI,Delhi,Delhi,M,2023-07-04
667,47.0,-27.0,4.0,Clothing,Saree,COD,Jammu and Kashmir,Kashmir,F,2023-07-05
877,219.0,0.0,1.0,Clothing,Saree,COD,Maharashtra,Mumbai,M,2023-07-05
235,57.0,-48.0,6.0,Clothing,Leggings,Debit Card,Maharashtra,Mumbai,M,2023-07-05
807,319.0,102.0,6.0,Electronics,Accessories,Credit Card,Maharashtra,Mumbai,F,2023-07-07
1395,315.0,-8.0,3.0,Furniture,Chairs,Credit Card,West Bengal,Kolkata,F,2023-07-07
239,314.0,-41.0,3.0,Electronics,Electronic Games,Credit Card,Maharashtra,Mumbai,M,2023-07-07
1120,311.0,40.0,1.0,Electronics,Electronic Games,EMI,Madhya Pradesh,Indore,M,2023-07-08
69,307.0,74.0,3.0,Electronics,Accessories,EMI,Maharashtra,Mumbai,F,2023-07-10
1091,294.0,109.0,7.0,Electronics,Accessories,EMI,Madhya Pradesh,Indore,F,2023-07-10
1107,216.0,-83.0,3.0,Electronics,Electronic Games,COD,Delhi,Delhi,M,2023-07-10
1029,58.0,-42.0,2.0,Furniture,Chairs,Debit Card,Sikkim,Gangtok,F,2023-07-10
456,48.0,20.0,4.0,Clothing,Stole,UPI,Madhya Pradesh,Bhopal,F,2023-07-11
1432,54.0,14.0,3.0,Clothing,T-shirt,UPI,Madhya Pradesh,Bhopal,M,2023-07-11
686,216.0,50.0,4.0,Clothing,Stole,COD,Madhya Pradesh,Indore,M,2023-07-11
680,215.0,-30.0,2.0,Clothing,Saree,COD,Rajasthan,Jaipur,M,2023-07-11
1367,43.0,8.0,3.0,Clothing,Leggings,COD,Punjab,Chandigarh,M,2023-07-12
580,136.0,-33.0,5.0,Clothing,Saree,COD,Himachal Pradesh,Simla,F,2023-07-13
345,59.0,-30.0,3.0,Clothing,Leggings,Debit Card,Tamil Nadu,Chennai,M,2023-07-13
502,213.0,4.0,14.0,Clothing,Shirt,COD,Maharashtra,Mumbai,F,2023-07-14
660,59.0,21.0,2.0,Clothing,Stole,Debit Card,Gujarat,Ahmedabad,F,2023-07-15
341,55.0,3.0,3.0,Clothing,T-shirt,COD,Maharashtra,Mumbai,F,2023-07-15
698,294.0,62.0,9.0,Clothing,T-shirt,EMI,Madhya Pradesh,Indore,F,2023-07-15
52,210.0,62.0,2.0,Electronics,Phones,COD,Madhya Pradesh,Indore,F,2023-07-15
1518,59.0,24.0,6.0,Clothing,Kurti,Debit Card,Gujarat,Ahmedabad,M,2023-07-17
1550,396.0,-31.0,9.0,Clothing,Saree,COD,Madhya Pradesh,Indore,M,2023-07-17
1385,284.0,45.0,2.0,Furniture,Bookcases,EMI,Goa,Goa,M,2023-07-18
245,276.0,52.0,5.0,Clothing,Saree,EMI,Madhya Pradesh,Indore,F,2023-07-18
656,23.0,2.0,2.0,Clothing,Skirt,UPI,West Bengal,Kolkata,M,2023-07-19
1320,209.0,-63.0,4.0,Electronics,Electronic Games,COD,Nagaland,Kohima,F,2023-07-19
775,50.0,-28.0,5.0,Furniture,Furnishings,COD,Maharashtra,Mumbai,F,2023-07-20
800,57.0,27.0,2.0,Clothing,Shirt,COD,Gujarat,Surat,F,2023-07-20
1274,276.0,-21.0,2.0,Electronics,Phones,EMI,Himachal Pradesh,Simla,F,2023-07-21
1576,268.0,6.0,2.0,Furniture,Bookcases,UPI,Jammu and Kashmir,Kashmir,F,2023-07-21
674,269.0,111.0,3.0,Clothing,Trousers,EMI,Haryana,Chandigarh,F,2023-07-21
758,209.0,2.0,1.0,Clothing,Saree,COD,Rajasthan,Udaipur,F,2023-07-21
544,60.0,-12.0,4.0,Clothing,Hankerchief,Debit Card,Goa,Goa,F,2023-07-21
442,269.0,-86.0,2.0,Electronics,Electronic Games,EMI,Himachal Pradesh,Simla,F,2023-07-21
1358,208.0,-25.0,2.0,Clothing,Saree,COD,Maharashtra,Mumbai,M,2023-07-23
716,27.0,2.0,2.0,Clothing,Leggings,UPI,Rajasthan,Jaipur,F,2023-07-24
1299,206.0,-206.0,3.0,Clothing,Saree,COD,Madhya Pradesh,Indore,F,2023-07-25
1045,61.0,8.0,4.0,Clothing,Hankerchief,Debit Card,Bihar,Patna,F,2023-07-25
1262,212.0,-24.0,2.0,Furniture,Chairs,COD,Maharashtra,Mumbai,F,2023-07-25
1589,262.0,64.0,6.0,Clothing,Saree,EMI,Kerala ,Thiruvananthapuram,M,2023-07-26
149,204.0,276.0,3.0,Furniture,Bookcases,COD,Bihar,Patna,F,2023-07-26
1457,59.0,-46.0,7.0,Clothing,T-shirt,UPI,Madhya Pradesh,Indore,F,2023-07-26
1310,199.0,-18.0,2.0,Clothing,Saree,COD,Madhya Pradesh,Bhopal,M,2023-07-27
449,59.0,6.0,1.0,Electronics,Accessories,UPI,Punjab,Chandigarh,F,2023-07-27
429,45.0,9.0,3.0,Clothing,Leggings,UPI,Himachal Pradesh,Simla,M,2023-07-28
813,211.0,19.0,8.0,Clothing,Stole,COD,Nagaland,Kohima,F,2023-07-28
1151,65.0,-16.0,2.0,Electronics,Phones,Debit Card,Karnataka,Bangalore,F,2023-08-01
902,25.0,0.0,4.0,Clothing,Skirt,UPI,Maharashtra,Pune,M,2023-08-01
850,196.0,-7.0,5.0,Electronics,Phones,COD,Madhya Pradesh,Indore,F,2023-08-02
101,261.0,13.0,6.0,Clothing,Shirt,Credit Card,Maharashtra,Mumbai,F,2023-08-04
440,195.0,-117.0,5.0,Electronics,Phones,COD,Madhya Pradesh,Indore,F,2023-08-04
1018,192.0,-146.0,3.0,Clothing,Saree,COD,Goa,Goa,M,2023-08-04
270,189.0,87.0,7.0,Clothing,Stole,COD,Maharashtra,Mumbai,M,2023-08-04
1565,32.0,2.0,2.0,Clothing,Kurti,UPI,Punjab,Chandigarh,M,2023-08-05
630,188.0,13.0,7.0,Clothing,Shirt,COD,Madhya Pradesh,Bhopal,M,2023-08-06
1545,73.0,-25.0,3.0,Clothing,Saree,COD,Madhya Pradesh,Indore,M,2023-08-07
88,259.0,47.0,5.0,Clothing,Hankerchief,Credit Card,Madhya Pradesh,Bhopal,F,2023-08-08
80,187.0,-15.0,3.0,Clothing,Trousers,COD,Goa,Goa,M,2023-08-08
426,26.0,11.0,2.0,Clothing,Hankerchief,UPI,Haryana,Chandigarh,M,2023-08-09
1233,185.0,-26.0,6.0,Furniture,Chairs,COD,Rajasthan,Jaipur,F,2023-08-09
1400,248.0,8.0,2.0,Clothing,Saree,Credit Card,Andhra Pradesh,Hyderabad,F,2023-08-09
1355,67.0,9.0,4.0,Clothing,Leggings,Debit Card,Karnataka,Bangalore,F,2023-08-10
742,248.0,-70.0,3.0,Furniture,Chairs,Credit Card,Maharashtra,Mumbai,M,2023-08-11
1549,246.0,61.0,2.0,Furniture,Bookcases,Credit Card,West Bengal,Kolkata,M,2023-08-11
1195,179.0,-25.0,5.0,Clothing,Kurti,COD,Maharashtra,Mumbai,F,2023-08-11
550,176.0,-28.0,5.0,Furniture,Furnishings,COD,Rajasthan,Udaipur,M,2023-08-12
853,176.0,-13.0,5.0,Furniture,Furnishings,COD,Maharashtra,Pune,F,2023-08-12
524,68.0,-62.0,2.0,Clothing,Trousers,Debit Card,Gujarat,Ahmedabad,M,2023-08-14
1433,176.0,37.0,6.0,Electronics,Accessories,COD,Jammu and Kashmir,Kashmir,F,2023-08-14
377,88.0,11.0,7.0,Clothing,Hankerchief,UPI,Bihar,Patna,M,2023-08-14
1240,68.0,20.0,5.0,Clothing,Hankerchief,Debit Card,West Bengal,Kolkata,M,2023-08-14
430,231.0,99.0,2.0,Electronics,Electronic Games,Credit Card,Sikkim,Gangtok,M,2023-08-16
197,62.0,8.0,2.0,Clothing,T-shirt,UPI,Haryana,Chandigarh,F,2023-08-16
62,175.0,77.0,3.0,Clothing,Saree,COD,Himachal Pradesh,Simla,F,2023-08-16
1113,71.0,4.0,5.0,Clothing,Leggings,Debit Card,Karnataka,Bangalore,M,2023-08-17
265,174.0,-70.0,3.0,Electronics,Accessories,COD,Maharashtra,Pune,F,2023-08-18
1223,173.0,69.0,3.0,Furniture,Chairs,COD,West Bengal,Kolkata,M,2023-08-19
1155,171.0,2.0,2.0,Electronics,Electronic Games,COD,Karnataka,Bangalore,F,2023-08-19
114,268.0,-25.0,3.0,Clothing,Saree,COD,Andhra Pradesh,Hyderabad,F,2023-08-19
248,71.0,32.0,3.0,Clothing,Saree,Debit Card,Rajasthan,Jaipur,M,2023-08-20
16,29.0,10.0,4.0,Clothing,Hankerchief,UPI,Delhi,Delhi,M,2023-08-20
1420,65.0,17.0,2.0,Clothing,T-shirt,UPI,Tamil Nadu,Chennai,F,2023-08-21
942,72.0,-46.0,7.0,Clothing,Kurti,Debit Card,Goa,Goa,M,2023-08-21
1010,168.0,-51.0,2.0,Furniture,Bookcases,COD,Sikkim,Gangtok,F,2023-08-21
1485,165.0,30.0,3.0,Clothing,Stole,COD,Maharashtra,Mumbai,F,2023-08-23
1089,74.0,-59.0,2.0,Electronics,Accessories,Debit Card,Himachal Pradesh,Simla,M,2023-08-24
